"DEPOSIT.NAME","STATE.or.PROVINCE","COUNTRY","LATITUDE","LONGITUDE","ESTIMATED.LOCATION...Yes.or.No.","RESERVES..RESOURCES.DESIGNATION","RESERVES..RESOURCES.NUMBER","YEARS.NEEDED.TO.DEVELOP","Timeline..1...Short..2...Long.","REE.MINERALOGY","REEs","HEAVY.or.LIGHT","APPLICATIONS","BYPRODUCT...Yes.or.No.","TONNAGE.AND.GRADE","OTHER.ORE.or.SIGNIFICANT.MINERALS","GANGUE.and.ROCKFORMING.MINERALS","AGE..Method..Mineral..Rock.","DEPOSIT.TYPE","HOST.ROCK","COMPANY","COMMENTS","REFERENCES","Icon"
"Diamond Creek","Idaho","United States of America",45.29112,-113.95174,"No","Measured resources",3,10,2,"Monazite, Xenotime","La, Ce, Pr, Nd, Sm, Tb, Y, Yb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets, Ceramics, Lasers, Silicon photovoltaic cells","No","0.235 Mt @ 1.96% Monazite or 1.23% REO (1978)","Fluorite, Hematite, Thorite","Feldspar, Quartz","Precambrian","Other Igneous-Affiliated (including Pegmatites and Veins.)","Quartzite","Thorium Energy Inc.","Prospect","Jackson and Christiansen, 1993; USGS, Long 2010-5220","pink_blank"
"Dianbai","Guangdong","China",21.5,111.01667,"No","Proved reserves",1,0,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","Yes","Not Available","Ilmenite, Zircon, Rutile","Not Available","Not Available","Placer, Shoreline","Not Available","State-owned","Producer byproduct monazite; Deposit and processing plant.","Hedrick and Templeton, 1991; ESCAP and ABMRGG, 1988; Location from NIMA, 2001","grn_circle"
"Dianbai","Guangdong","China",21.55,111.2667,"No","Inferred resources",5,9999,1,"Monazite, Xenotime","La, Ce, Pr, Nd, Sm, Tb, Y, Yb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets, Ceramics, Lasers, Silicon photovoltaic cells","No","Not Available","Ti, Zr","Not Available","Not Available","Placer, Alluvial","Not Available","Not Available","Occurrence, uncertain; Deposit type classification in uncertain.","Hedrick and Templeton, 1991; Towner and others, 1988","wht_blank"
"Dingnan","Jiangxi","China",24.7833,115.03333,"Yes","Proved reserves",1,0,1,"clay","Not Available","Not Available","Not Available","No","Not Available","Not Available","Not Available","Not Available","Ion Adsorption","Not Available","Not Available","Producer; Possibly a separate orebody in the Ganan Mine.","Hedrick and Templeton, 1991; Clark and Zheng, 1991b; Location from NIMA, 2001","grn_circle"
"Dnieprodzerzhinsk","Dnepropetrovsk Oblast","Ukraine",48.51667,34.6167,"Yes","Proved reserves",1,0,1,"Not Available","Not Available","Not Available","Not Available","No","Not Available","U, P","Not Available","Not Available","Phosphorite","Not Available","Not Available","Producer; Uraniferous phosphorites. Lat/Long for Dniprodzerzhyns'k, Dnipropetrovs'ka oblast, Ukraine.","Will and others, 1995","grn_circle"
"Dong Pao","Lai Chau","Vietnam",22.28333,103.56667,"No","Measured resources",3,5,1,"Bastnasite, Parisite","Y, Eu, Gd, Dy, Er, Tm, Lu, Ce, La, Nd","Heavy/Light","Phosphors, Ceramics, Magnets, Lasers, Metal alloys, Nuclear industry, Auto catalysts, Glass additives, Polishing compounds, Batteries, Petroleum refining","No","Possible reserves-- 7 Mt REO and Proven + possible orebody 3-- 0.645 Mt REO","Fluorite,Barite, Sr, Nb, Ta, U, Th","Not Available","Paleogene","Alkalic Igneous","Syenite, Quartz syenite","Vietnamese Gov't; LG Metal Group","Prospect; Metasomatic + weathered ore in Phong Tho district, 40 km from Nam Xe deposits. 60 ore bodies of various sizes have been identified in the Dong Pao area. They form irregular pods, lenses, and veins in shear zones.","O'Driscoll, 1996; ESCAP, 1990; Hedrick, 1987?; O'Driscoll, 1996; ESCAP, 1990; Premoli, 1990; Mariano, 1997; Dzien, 1990; Location from NIMA, 2001; DOE, 2010","ylw_blank"
"Dong Xuan","Phu Yen","Vietnam",13.38333,109.1,"Yes","Inferred resources",5,9999,1,"Monazite, Xenotime","La, Ce, Pr, Nd, Sm, Tb, Y, Yb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets, Ceramics, Lasers, Silicon photovoltaic cells","No","Not Available","Ilmenite, Zircon","Not Available","Not Available","Placer, Shoreline","Not Available","Not Available","Occurrence, uncertain; Coastal placer. Lat/Long for city of Dong Xuan","ESCAP, 1990","wht_blank"
"Dongara","Western Australia","Australia",-29.25,114.9333,"No","Measured resources",3,5,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","20 Mt @ 6.6% Heavy Minerals","Ilmenite, Zircon, Rutile, Leucoxene","Not Available","Not Available","Placer, Shoreline","Not Available","Magnetic Minerals Ltd. (2001)","Prospect; Lat-long is for town of Dongara.","Industrial Minerals, 2001; Location from NIMA, 2001","ylw_blank"
"Dongqing","Jilin/Antu","China",23.6333,113.5,"Yes","Inferred resources",5,9999,1,"Not Available","Not Available","Not Available","Not Available","No","Not Available","Not Available","Not Available","Not Available","Other - Uncertain","Not Available","Not Available","Occurrence, uncertain; Lat/long for Dongqing","Wen Lu, 1998","wht_blank"
"Dora Bay","Alaska","United States of America",55.2333,-132.21667,"No","Indicated resources",4,15,2,"Not Available","Not Available","Not Available","Not Available","No","2.8 Mt Eudialyte","Not Available","Not Available","Not Available","Alkalic Igneous","Peralkaline, Agpaitic nepheline syenite complex","Not Available","Prospect","Mariano, 2000, written commun. to J. Hedrick, USGS.","red_blank"
"Dueme","Not Available","Benin",9.3,2.31667,"Yes","Inferred resources",5,9999,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","Not Available","Not Available","Not Available","Not Available","Other - Uncertain","Not Available","Not Available","Occurrence, uncertain; Lat/Long for the middle of Benin","de Kun, 1987","wht_blank"
"Durness (Tea Garden)","New South Wales","Australia",-32.6667,152.15,"No","Probable reserves",2,3,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","Not Available","Ti, Zr","Not Available","Not Available","Placer, Shoreline","Not Available","BHP, Mineral Deposits Ltd, (1988)","Past small producer (1988); No production as of 2009; Location is for town of Tea Garden.","Hedrick and Templeton, 1991; Roskill, 1988; Location from Australia National Mapping Agency, 2001, accessed at URL http://www.auslig.gov.au/mapping","ltblu_circle"
"Eagle Creek","Alaska","United States of America",64.7,-162.7667,"No","Inferred resources",5,9999,2,"Vesuvianite","Ce, La, Nd, Y, Sm, Gd","Light/Heavy","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining, Magnets, Ceramics","No","As much as 2% REE in grab samples","U, Th","Not Available","Not Available","Other - Uranium Deposits","Pulaskite dikes in cretaceous granitic pluton, marble, and schist","Not Available","Occurrence, uncertain; U, Th, and REE minerals along margins of alkaline dikes.","Nokleberg and others, 1997","wht_blank"
"Eden Lake","Manitoba","Canada",56.6333,-100.25,"No","Inferred resources",5,9999,1,"Britholite, HREE, Yt","Ce, Y","Light/Heavy","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining, Ceramics","No","Not Available","Not Available","Not Available","Not Available","Alkalic Igneous","Syenite complex","Strider Resources","Occurrence; A 32 kg sample contained 8% britholite. Property largely unexplored.","Hedrick, 1999","wht_blank"
"Snowbird","Alaska","United States of America",65.9333,-166.2,"No","Inferred resources",5,9999,2,"Monazite, Xenotime","La, Ce, Pr, Nd, Sm, Tb, Y, Yb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets, Ceramics, Lasers, Silicon photovoltaic cells","No","Not Available","Cassiterite, Scheelite, U-Zircon, Fluorite, Magnetite","Not Available","Not Available","Placer, Alluvial","Stream sediments","Not Available","Occurrence, uncertain; Panned concentrate contained 0.029% Eu and 0.02% U.","Killeen and Ordway, 1955; Location from USGS, 2000, MRDS database","wht_blank"
"El Porvenir District","New Mexico","United States of America",35.74237,-105.42377,"No","Inferred resources",5,9999,2,"Monazite","Y, La","Heavy/Light","Phosphors, Ceramics, Petroleum refining, Batteries","No","1160 ppm Y, 582 ppm La","Not Available","Not Available","Precambrian","Other - Uncertain","Granite","Not Available","Not active exploration as of 2010; Pegmatite dikes andquartz veins","USGS, Long, 2010-5220","wht_blank"
"Eldor Carbonatite Complex","Quebec","Canada",56.6,-68.41667,"No","Measured resources",3,7,1,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","Grades range from 1.7% to >45%","Apatite, Pyrochlore, Fersmite, Zircon, Rutile, Baddeleyite, U, Magnetite","Calcite, Dolomite, Ankerite, Phlogopite, Aegirine","Precambrian","Carbonatite","Syenite, Calcite carbonatite, Dolomite carbonatite, Ankerite carbonatite, Glimmerite, Feldspathic breccia","Not Available","Occurrence; Some HREEs - exploration as of Jan. 2011","Wright, 1997; Wright and others, 1998; http://www.mineweb.com/mineweb/view/mineweb/en/page674?oid=119473&sn=Detail&pid=102055","orange_blank"
"Elet'ozerskii (Elet'ozero)","Not Available","Russia",66.0667,31.95,"No","Inferred resources",5,9999,2,"Allanite","La, Ce","Light","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys","No","Not Available","Apatite, Ilmenite, Ti-Magnetite, Pyrochlore, Zircon, Titanite, Columbite, Fersmite, Thorite","Microcline, Nepheline, Aegirine, Arfvedsonite, Biotite","1740-1860 Ma","Carbonatite","Carbonatite, Alkaline Pegmatites, Nepheline syenite, Gabbro, Pyroxenite","Not Available","Occurrence","Kogarko and others, 1995","wht_blank"
"Elisenvaara (Elisenvaarskii; includes Kaivimyaki/Kaivomaki and Raivimyaki/ Raivimaki)","Karelia","Russia",61.41667,29.91667,"No","Inferred resources",5,9999,2,"Apatite, RE-Titanite","Ce, La, Nd, Sm, Gd","Light/Heavy","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining, Magnets","No","Not Available","Apatite, Sr- and Ba-feldspar, Pyrite, Magnetite","Aegirine, Diopside, Biotite, Phlogopite, Feldspar, Pyroxene, Carbonate,Hornblende","1600-1900 Ma (K-Ar, Biotite)","Alkalic Igneous","Alkaline and peralkaline syenites","Not Available","Active P mine; REE status uncertain; Averages 3.63% P2O5. Lat-long for the town of Elisenvaara.","Shchiptsov, 1993; Kogarko and others, 1995","wht_blank"
"Eljozero (Elet'ozero, Elet'ozerskii)","Kola Peninsula","Russia",66.0667,31.95,"No","Inferred resources",5,9999,2,"Aeschynite (Y), Fergusonite, Y-Titanite, Thalenite, Britholite-(Y), Gadolinite, Allanite, Chevkinite, Pyrochlore, Loparite, Monazite, Bastnasite, Fersmite","Y, Dy, Ho, Gd, La, Ce, Nd, Sm Tb, Eu, Er, Tm, Lu","Light/Heavy","Phosphors, Ceramics, Magnets, Lasers, Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Nuclear industry","No","Not Available","Apatite, Ilmenite, Ti-Magnetite, Zircon, titanite, Pyrochlore, Columbite, Thorite","Nepheline, Aegirine, Arfvedsonite, Biotite, Calcite","1620-2080 Ma (various)","Alkalic Igneous","Nepheline syenite, Gabbro, Pyroxenite","Not Available","Occurrence","Belolipetskii and Voloshin, 1996; Kogarko and others, 1995","wht_blank"
"Elk Creek","Nebraska","United States of America",40.26861,-96.1833,"No","Measured resources",3,10,2,"Bastnasite, Parisite, Synchisite","Y, Eu, Gd, Dy, Er, Tm, Lu, Ce, La, Nd","Heavy/Light","Phosphors, Ceramics, Magnets, Lasers, Metal alloys, Nuclear industry, Auto catalysts, Glass additives, Polishing compounds, Batteries, Petroleum refining","No",">1% REO","Hematite, Barite, Pyrite, Chalcopyrite, Galena, Sphalerite, Apatite, Fluorite","Dolomite, Ankerite, Phlogopite, Serpentine, Quartz, Feldspar","Pre- Pennsylvanian","Carbonatite","Carbonatite","Quantum Rare Earth Developments Corp.","Extensive assay testing in 2010; Near Usakos. REE 0.35-1.86% in carbonatite 200 m below Quaternary and Pennsylvanian sediments.","Woolley, 1987; Xu,1996; USGS, Long, 2010-5220","pink_blank"
"Elliott Lake (Blind River)- Denison","Ontario","Canada",46.4833,-82.5333,"No","Probable reserves",2,3,1,"U-Monazite, Brannerite","La, Ce, Pr, Nd, Sm, Tb, Y","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets, Ceramics","Yes","106 Mt @ 0.01% REO (1989)","Uraninite, Brannerite, Zircon, Pyrite, Th","Quartz","Early Proterozoic","Placer, Paleoplacer","Quartz-pebble conglomerate","Denison Mines and SM Yttrium Canada Ltd. (1988)","Past U producer with byproduct REE; Grauch classifies as U deposit; Mariano as a Proterozoic quartz-pebble conglomerate.","Harben and Bates, 1990; Jackson and Christiansen, 1993; Mariano,1989; Moller, 1989a; Roskill, 1988","ltblu_circle"
"Jabal Archenu","Not Available","Libya",22.26667,24.71667,"No","Inferred resources",5,9999,1,"Eudialyte","Ce, La, Y, Nd, Pr, Gd","Light/Heavy","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining, Ceramics, Magnets","No","Not Available","Titanite, Lorenzite, Magnetite, Ilmenite","Nepheline, Analcime, Sodalite, Zeolite, Pyroxene, Amphibole, Biotite, Catapleiite, Lavenite, Cancrinite","Tertiary","Alkalic Igneous","Syenite, Phonolite, Trachyte","Not Available","Occurrence, uncertain","Woolley, 2001","wht_blank"
"Jabal Awja","Not Available","Saudi Arabia",25.833,41.01667,"No","Inferred resources",5,9999,2,"Allanite","La, Ce","Light","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys","No","Not Available","Nb, Ta","Not Available","Not Available","Other - Uncertain","Not Available","Not Available","Occurrence","Arab Organisation for Mineral Resources, 1987","wht_blank"
"Jabal Ebed","Not Available","Saudi Arabia",25.95,40.88333,"No","Inferred resources",5,9999,2,"Monazite","La, Ce, Pr, Nd, Sm, Tb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets","No","Not Available","Th","Not Available","Not Available","Other - Uncertain","Not Available","Not Available","Occurrence","Arab Organisation for Mineral Resources, 1987","wht_blank"
"Jabal Hamra'","Not Available","Saudi Arabia",26.0667,38.6,"No","Indicated resources",4,15,2,"Monazite, Bastnasite","La, Ce, Pr, Nd, Sm, Tb, Y, Eu, Gd, Dy, Er, Tm, Lu","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets, Ceramics, Lasers, Nuclear industry","No","18. Mt @ 0.21% Nb2O5, 0.18% Y2O3, 1.78% ZrO2, 0.8% REO","Zircon, Uraninite, Nb, Ta, Sn, Th, Hematite","Quartz, Microcline","Not Available","Alkalic Igneous","Silexite plug","Not Available","Occurrence","Drysdall and others, 1984; Laval, 1992","red_blank"
"Jabal Kuara","Not Available","Saudi Arabia",25.7833,40.91667,"No","Inferred resources",5,9999,2,"Allanite","La, Ce","Light","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys","No","Not Available","Th","Not Available","Not Available","Other - Uncertain","Not Available","Not Available","Occurrence","Arab Organisation for Mineral Resources, 1987","wht_blank"
"Jabal Sa'id (Jabal Sayid)","Not Available","Saudi Arabia",23.81667,40.9333,"No","Indicated resources",4,15,2,"Brockite; Allanite, Pyrochlore","Ce, La, Nd","Light","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining, Magnets","No","23 Mt (to 100 m below surface) @ 0.6% REE+Y","Fluorite, Zircon, Thorite, Th-Uraninite, Ilmenorutile, Anatase, Sphalerite, Hematite, Nb, Ta, Sn","Quartz, Albite, Microcline, Tourmaline, Aegirine, Arfvedsonite","Not Available","Alkalic Igneous","Alkaline rocks, Aplite-Pegmatite","Not Available","Occurrence","Castor, 1994; Drysdall and others, 1984; Matzko and Naqvi, 1978; Arab Organisation for Mineral Resources, 1987","red_blank"
"Jabal Tawlah","Not Available","Saudi Arabia",28.2333,35.38333,"No","Indicated resources",4,15,2,"Pyrochlore, Monazite","Nd, La, Ce, Pr, Sm, Tb","Heavy/Light","Magnets, Batteries, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Phosphors, Petroleum refining","No","6.4 Mt @0.42% Nb2O5, 0.62% Y2O3, 5.0% ZrO2","Zircon, Sphalerite, Nb, Ta, Sn, Th","Albite, Quartz, Microcline, Mica","Not Available","Alkalic Igneous","Leucocratic Microgranite-Microsyenite-Albitite Sill","Not Available","Occurrence; High HREE/LREE.","Castor, 1994; Drysdall and others, 1984; Arab Organisation for Mineral Resources, 1987; Laval, 1992","red_blank"
"Jacupiranga","Sao Paulo","Brazil",-24.7,-48.1333,"No","Inferred resources",5,9999,1,"Apatite","Ce, La, Nd, Sm, Gd","Light/Heavy","Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Batteries, Phosphors, Petroleum refining, Magnets","No","Not Available","Magnetite, Apatite, Garnierite, Pyrite, Pyrrhotite, Galena, Ilmenite, Pyrochlore, Baddelelyite, Barite, Perovskite, Clinohumite","Calcite, Dolomite, Phlogopite, Forsterite, Olivine, Serpentine","125-161 Ma","Alkalic Igneous","Pyroxenite, Jacupirangite, Ijolite, Nepheline syenite, Fenite","Not Available","P-Lime producer; REE, Ni Occurrence","Mariano, 1989; Azevedo Branco, 1984; Melcher, 1966; Platt, 1996b; Woolley, 1987","wht_blank"
"Jangardup","Western Australia","Australia",-34.3667,115.61667,"No","Probable reserves",2,3,1,"Monazite, Xenotime","La, Ce, Pr, Nd, Sm, Tb, Y, Yb","Light/Heavy","Petroleum refining, Batteries, Phosphors, Auto catalysts, Glass additives, Polishing compounds, Metal alloys, Magnets, Ceramics, Lasers, Silicon photovoltaic cells","Yes","30 Mt @6.8% Heavy Minerals, 0.0466% Monazite, 0.0204 Xentime","Ilmenite, Zircon, Leucoxene, Rutile, Garnet, Kyanite","Quartz","Pleistocene-Recent","Placer, Shoreline","Not Available","Cable Sands Ltd. (1988)","Current heavy minerals producer; REE byproduct potential; Cable Sands Ltd.'s largest operation.","Hedrick, 1995, 1998; Harben and Kuzvart, 1996; Griffiths, 1992; Jackson and Christiansen, 1993; Roskill, 1988","ltblu_circle"
